name,email,country,address,postcode,city,website,status,source,reaction,sent_at
Straver Motoren,info@stravermotoren.nl,,Lopikerweg West 115-B,3411AV,Lopik,https://stravermotoren.nl,new,motoroccasion.nl,,
Streetbikes,info@streetbikes.nl,,Patrijsstraat 2-A,4793HV,Fijnaart,https://streetbikes.nl,new,motoroccasion.nl,,
StuteHengst Köln,info@stutehengst.de,DE,,51103,Köln,https://stutehengst.de,new,web-search-feb2026,,
Sud Moto,info@sudmoto.be,BE,,1180,Uccle,https://sudmoto.be,new,sudmoto.be,,
Superbike Trapani,superbiketp@libero.it,IT,,,Trapani,https://moto.suzuki.it/dealer/96724,new,web-search-feb2026,,
Supermotorace Cernusco,info@supermotorace.com,IT,,,Cernusco Lombardone,https://www.supermotorace.com,new,web-search-feb2026,,
Suur Motoren,info@suurmotoren.nl,,Laurens Jzn Costerstraat 7-A,3261LH,Oud-Beijerland,https://suurmotoren.nl,new,motoroccasion.nl,,
Suzuki Dresden (Autohaus Tross),info@suzuki-dresden.de,DE,,,Dresden,https://www.autohaus-tross.de,new,web-search-feb2026,,
Suzuki Le Havre (Bazar de la Bécane),bazardelabecane@poledelamoto.fr,FR,,,Gonfreville-l'Orcher,https://poledelamoto.fr,new,web-search-feb2026,,
Swinkels Motoren Tilburg,info@swinkelsmotoren.nl,,Goirkestraat 106,5046GP,Tilburg,https://swinkelsmotoren.nl,new,motoroccasion.nl,,
T.D.K. Exclusive,info@tdk-exclusive.nl,,Pallasstraat 42,5048CJ,Tilburg,https://tdk-exclusive.nl,new,motoroccasion.nl,,
TC Moto Zaventem,info@tcmoto.be,BE,,,Zaventem,https://www.tcmoto.be,new,web-search-feb2026,,
TCS Motos Cholet,contact@tcsmotos.fr,FR,,,Cholet,https://tcsmotos.fr,new,web-search-feb2026,,
TLM Nijmegen,info@tlmnijmegen.nl,,Lagelandseweg 66,6545CG,Nijmegen,https://tlmnijmegen.nl,new,motoroccasion.nl,,
TT Motoren Zwolle,info@ttmotoren.nl,,Marsweg 1,8013PD,Zwolle,https://ttmotoren.nl,new,motoroccasion.nl,,
Tamburrino Moto,info@tamburrinomoto.it,IT,,80143,Napoli,https://tamburrinomoto.ligier.it,new,web-search-feb2026,,
Techmoto,info@techmoto.nl,,Pieter Braaijweg 113,1114AJ,Amsterdam-Duivendrecht,https://techmoto.nl,new,motoroccasion.nl,,
Technic Moto Annecy,magasin@technic-moto.fr,FR,,,Meythet,https://www.technic-moto.fr,new,web-search-feb2026,,
Ten Kate Motoren,info@tenkatemotoren.nl,,Rollecate 55,7711GG,Nieuwleusen,https://www.tenkatemotoren.nl,new,motoroccasion.nl,,
Termaat Motoren,info@termaatmotoren.nl,,Hertogstraat 74,6511SE,Nijmegen,https://termaatmotoren.nl,new,motoroccasion.nl,,
Thalen Motortrading,info@thalenmotortrading.nl,,Rheezerend 54,7701BG,Dedemsvaart,https://thalenmotortrading.nl,new,motoroccasion.nl,,
Thunderbike Harley-Davidson,info@thunderbike.de,DE,,,Hamminkeln,https://www.thunderbike.de,new,web-search-feb2026,,
Top Motor Modena,info@topmotor.it,IT,,,Modena,https://www.topmotor.it,new,web-search-feb2026,,
TopMoto Apeldoorn,info@topmoto.nl,,Molenstraat 153,7321BD,Apeldoorn,https://topmoto.nl,new,motoroccasion.nl,,
Torino Moto SRL (Suzuki ufficiale),info@torinomoto.com,IT,,,Torino,https://www.suzuki.it/dealer/torinomoto,new,web-search-feb2026,,
Tortora Moto Salerno,info@tortoramoto.it,IT,,84131,Salerno,,new,web-search-feb2026,,
Total Drive Motorcycles,info@totaldrivemotorcycles.nl,,Doctor Huub van Doorneweg 26C,5753PM,Deurne,https://totaldrivemotorcycles.nl,new,motoroccasion.nl,,
Track Support,info@tracksupport.nl,,Ketellaperstraat 19,9403VS,Assen,https://tracksupport.nl,new,motoroccasion.nl,,
Trentino in Moto,info@trentinoinmoto.com,IT,,,Trento,https://www.trentinoinmoto.it,new,web-search-feb2026,,
Triumph Alessandria (BiAuto),info@biautogroup.com,IT,,15122,Alessandria,https://www.triumphalessandria.it,new,web-search-feb2026,,
Triumph Augsburg (Dörr Bike),info@triumphaugsburg.de,DE,,,Augsburg,https://triumphaugsburg.de,new,web-search-feb2026,,
Triumph Bologna,service@triumphbologna.it,IT,,,Bologna,https://www.triumphbologna.it,new,web-search-feb2026,,
Triumph Brescia,info@triumphbrescia.it,IT,,,Brescia,https://www.triumphbrescia.it,new,web-search-feb2026,,
Triumph Hamburg,janine@triumph-hamburg.de,DE,,,Hamburg,https://triumph-hamburg.de,new,web-search-feb2026,,
Triumph Köln Ost (Löhmer),verkauf@motorrad-loehmer.de,DE,,,Köln,https://triumph-koeln-ost.de,new,web-search-feb2026,,
Triumph Leipzig (Klingenberger Kehl),mail@triumph-leipzig.de,DE,,04103,Leipzig,https://www.triumph-leipzig.de,new,web-search-feb2026,,
Triumph Magdeburg,info@triumph-magdeburg.de,DE,,39128,Magdeburg,https://www.triumph-magdeburg.de,new,web-search-feb2026,,
Triumph Moto Visé,info@moto-vise.be,BE,,,Visé,https://www.triumph-moto-vise.be,new,web-search-feb2026,,
Triumph Motorcycles Groningen,info@triumphgroningen.nl,,Oeverkruid 6,9738AK,Groningen,https://triumphgroningen.nl,new,motoroccasion.nl,,
Triumph Saarbrücken,info@triumphsb.de,DE,,,Saarbrücken,https://www.triumphsaarbruecken.de,new,web-search-feb2026,,
Triumph Sicilia Siracusa,siracusa@triumphsicilia.it,IT,,,Siracusa,https://www.triumphsicilia.it,new,web-search-feb2026,,
TurboMaxx Lübeck,info@turbomaxx.de,DE,,,Lübeck,https://www.turbomaxx.de,new,web-search-feb2026,,
Twin Performance Ommen,info@twin-performance.nl,,Strangeweg 19,7731GV,Ommen,https://twin-performance.nl,new,motoroccasion.nl,,
US Bikes,info@usbikes.nl,,Industrielaan 11,5405AA,Uden,https://usbikes.nl,new,motoroccasion.nl,,
USA Motorbike Shop,info@usamotorbikeshop.nl,,Boerendijk 11,7693PK,Sibculo,https://usamotorbikeshop.nl,new,motoroccasion.nl,,
Urban Moto,contact@urbanmoto.fr,FR,,,Marseille,https://urbanmoto.fr,new,web-search-feb2026,,
VBM Motoren,info@vbmmotoren.nl,,Industrieweg 46,5688DP,Oirschot,https://vbmmotoren.nl,new,motoroccasion.nl,,
VDH Motoren,info@vdhmotoren.nl,,Industrieweg 21 A,6651KR,Druten,https://vdhmotoren.nl,new,motoroccasion.nl,,
VN Motoren,info@vnmotoren.nl,,De Slof 24-A,5107RJ,Dongen,https://vnmotoren.nl,new,motoroccasion.nl,,
VP Motorsport,info@vpmotorsport.nl,,West Achterweg 53,3245BJ,Sommelsdijk,https://vpmotorsport.nl,new,motoroccasion.nl,,
VSP Motos,contact@vspmotos.fr,FR,,,Reims,https://www.vspmotos.fr,new,web-search-feb2026,,
Valentino Moto Lodi (CFMOTO),info@valentinomoto.it,IT,,,Lodi,https://cfmotoitaly.it/concessionari/,new,web-search-feb2026,,
Valeriano Moto Catania,valeriano1983@live.it,IT,,,Catania,https://www.valerianomoto.it,new,web-search-feb2026,,
Valtermoto Group Seregno,info@valtermotogroup.com,IT,,,Seregno,https://motomorinimonza.it,new,web-search-feb2026,,
Van Der Heyden Motors,info@vdheydenmotors.be,BE,,,Antwerpen,https://www.vdheydenmotors.be,new,web-search-feb2026,,
Van Der Veen Motoren,info@vanderveenmotoren.nl,,Oude Rijksweg 525a,7954GL,Rouveen,https://vanderveenmotoren.nl,new,motoroccasion.nl,,
Van Gerven Motoren,info@vangervenmotoren.nl,,Stokskesweg 21,5571TJ,Bergeyk,https://vangervenmotoren.nl,new,motoroccasion.nl,,
Van Harten Amersfoort,info@vanharten.nl,,Hanzeboulevard 24,3825PH,Amersfoort,https://vanharten.nl,new,motoroccasion.nl,,
Van Heerdt Motoren,info@vanheerdtmotoren.nl,,Oosterengweg 8-A,1221JV,Hilversum,https://vanheerdtmotoren.nl,new,motoroccasion.nl,,
Van Kleef Motoren,info@vankleefmotoren.nl,,Dorsvloerweg 419,2661MN,Bergschenhoek,https://vankleefmotoren.nl,new,motoroccasion.nl,,
Van Meel Motoren,info@vanmeelmotoren.nl,,Brieltjenspolder 26,4921PJ,Made,https://vanmeelmotoren.nl,new,motoroccasion.nl,,
Van Melis Motoren,info@vanmelismotoren.nl,,Burgemeester Rietmanstraat 2,5421JX,Gemert,https://vanmelismotoren.nl,new,motoroccasion.nl,,
Van Sleeuwen Motoren,info@vansleeuwen.nl,,Antoniusstraat 60,5408RD,Volkel,https://vansleeuwen.nl,new,motoroccasion.nl,,
Van Vliet Motorsport,info@vanvlietmotorsport.nl,,Vlotlaan 117,2681TW,Monster,https://vanvlietmotorsport.nl,new,motoroccasion.nl,,
Van Vuuren Motoren,info@vanvuurenmotoren.nl,,Gijbelandsedijk 74-C,2974VE,Brandwijk,https://vanvuurenmotoren.nl,new,motoroccasion.nl,,
Van de Kolk Motoren,info@vandekolkmotoren.nl,,Einsteinstraat 9A,7701SB,Dedemsvaart,https://vandekolkmotoren.nl,new,motoroccasion.nl,,
Van de Kuinder Motoren,info@vandekuinder.nl,,Verlengde Zuiderloswal 27,1216BW,Hilversum,https://vandekuinder.nl,new,motoroccasion.nl,,
Van de Pol Motoren,info@vandepolmotoren.nl,,Wolfstraat 74,5701JG,Helmond,https://vandepolmotoren.nl,new,motoroccasion.nl,,
Van de Pol Motoren Helmond,vandepolmotoren@gmail.com,NL,,5701 JG,Helmond,https://www.vandepolmotoren.nl,new,web-search-feb2026,,
Van den Burg Eindhoven,info@vandenburgeindhoven.nl,,Bisschop Bekkerslaan 8,5628RA,Eindhoven,https://vandenburgeindhoven.nl,new,motoroccasion.nl,,
Van der Weerd Motoren,info@vdweerdmotoren.nl,,Ardeschstraat 15,3861KX,Nijkerk,https://vdweerdmotoren.nl,new,motoroccasion.nl,,
Veenstra Motorsport / Bike Equipment,info@bike-equipment.nl,,Prikwei 32,8495NG,Aldeboarn,https://bike-equipment.nl,new,motoroccasion.nl,,
Verduyn Ducati Specialist,info@verduyn.nl,,Hoofdweg 328,2908LC,Capelle aan den IJssel,https://verduyn.nl,new,motoroccasion.nl,,
Verhoeven Motoren,info@verhoevenmotoren.nl,,Nijverheidsweg 1-D,6651KS,Druten,https://verhoevenmotoren.nl,new,motoroccasion.nl,,
Versteeg Motoren,info@versteegmotoren.nl,,De Houtakker 8A,6681CW,Bemmel,https://versteegmotoren.nl,new,motoroccasion.nl,,
Vicenza Moto,info@vicenzamoto.com,IT,,,Vicenza,https://www.vicenzamoto.com,new,web-search-feb2026,,
Victory Team Pavia,info@victoryteam.it,IT,,,Pavia,https://victoryteam.it,new,web-search-feb2026,,
Vos Oss Motoren,info@vossossmotoren.nl,,Singel 1940 1945 320,5348PV,Oss,https://vossossmotoren.nl,new,motoroccasion.nl,,
WELLER Premium Salzgitter,sz@wellergruppe.de,DE,,,Salzgitter,https://wellergruppe.de/unternehmen/standorte/salzgitter,new,web-search-feb2026,,
Warm Up Aalen,info@warm-up.net,DE,,,Aalen,https://www.triumph-ostalb.de,new,web-search-feb2026,,
Werther Nice,info@werther.fr,FR,,,Nice,https://www.motoservices.com,new,web-search-feb2026,,
Wesdorp Motoren,info@wesdorpmotoren.nl,,Kattendijk 43 E7,2831AA,Gouderak,https://wesdorpmotoren.nl,new,motoroccasion.nl,,
West Coast Motors,info@westcoastmotors.nl,,Madame Curiestraat 6,1821BM,Alkmaar,https://westcoastmotors.nl,new,motoroccasion.nl,,
Wild East Motorcycles Chemnitz,mail@wildeastmotorcycles.de,DE,,09120,Chemnitz,https://www.wildeastmotorcycles.de,new,web-search-feb2026,,
Wildeman Motoren Zwolle,info@wildemanmotoren.nl,,Meenteweg 30,8041AV,Zwolle,https://wildemanmotoren.nl,new,motoroccasion.nl,,
Wim ter Braake Motoren,info@wimterbraake.nl,,Nijverheidsweg 8,7948NE,Nijeveen,https://wimterbraake.nl,new,motoroccasion.nl,,
Wimmer und Merkel,info@wum-muc.de,DE,,,München,https://www.motorrad-wimmer-merkel.de,new,web-search-feb2026,,
Yamaha Le Havre (M2),contact@m2-lehavre.fr,FR,,,Gonfreville-l'Orcher,https://poledelamoto.fr,new,web-search-feb2026,,
Yamaha Nestler Neuenhagen,info@yamaha-nestler.de,DE,,,Neuenhagen,https://yamaha-nestler.de,new,web-search-feb2026,,
Yamaha Service Leipzig,yamaha-service@automobile-mueller.info,DE,,,Leipzig,https://www.automobile-mueller.info/yamaha-leipzig,new,web-search-feb2026,,
Yamaha Zentrum Berlin,kontakt@yamaha-zentrum.berlin,DE,,,Berlin,,new,web-search-feb2026,,
Yamaha Zentrum Leipzig (Müller),yamaha@automobile-mueller.info,DE,,04328,Leipzig,https://www.yamaha-zentrum-leipzig.de,new,web-search-feb2026,,
Yamaha Zentrum Rhein-Ruhr West,info@yamaha-zentrum-west.de,DE,,46049,Oberhausen,https://yamaha-zentrum-west.de,new,web-search-feb2026,,
Zeus Bike Forlì,info@zeusbike.it,IT,,,Forlì,https://zeusbike.it,new,web-search-feb2026,,
Zone Rouge,info@zonerouge.be,BE,,,Fosses-la-Ville,https://www.zonerouge.be,new,zonerouge.be,,
Zuurbier Motoren Zaltbommel,info@zuurbiermotoren.nl,,Dorpsstraat 20,5314AE,Bruchem,https://zuurbiermotoren.nl,new,motoroccasion.nl,,
Zwaan Motorsport,info@zwaanmotorsport.nl,,eco park 21 h,8305BJ,Emmeloord,https://zwaanmotorsport.nl,new,motoroccasion.nl,,
Zweirad Center Gawelleck Ingolstadt,info@zweirad-in.de,DE,,85055,Ingolstadt,https://www.zweirad-in.de,new,web-search-feb2026,,
Zweirad Harder Konstanz,info@zweirad-harder.de,DE,,,Konstanz,https://www.zweirad-harder.de,new,web-search-feb2026,,
Zweirad Waibel Wiernsheim,info@zweiradwaibel.de,DE,,,Wiernsheim-Pinache,https://www.zweiradwaibel.de,new,web-search-feb2026,,
Zweiradhaus Wieseck Gießen,info@zweiradhaus-wieseck.de,DE,,,Gießen,https://www.zweiradhaus-wieseck.de,new,web-search-feb2026,,
Zweiradsport Meine,info@team-meine.de,DE,,,Bayern/Norddt.,https://team-meine.de,new,web-search-feb2026,,
Zweiradteam Viole Göttingen,info@zweiradteam-viole.de,DE,,37079,Göttingen,https://www.zweiradteam-viole.de,new,web-search-feb2026,,
Zweiradwelt Ravensburg,info@zweiradwelt-ravensburg.de,DE,,,Ravensburg,https://zweiradwelt-ravensburg.de,new,web-search-feb2026,,
van Andel Motorsport,info@vanandelmotorsport.nl,,Dominee Bleekerstraat 11-1,8316CV,Marknesse,https://vanandelmotorsport.nl,new,motoroccasion.nl,,
van Doorn Motors,info@vandoornmotors.nl,,Kraaivenstraat 23-05,5048AB,Tilburg,https://vandoornmotors.nl,new,motoroccasion.nl,,
van Harten Automotive,info@vanhartenautomotive.nl,,Molenstraat 32,3927AC,Renswoude,https://vanhartenautomotive.nl,new,motoroccasion.nl,,
van Hoeijen Motoren,info@vanhoeijenmotoren.nl,,Klettersteeg 7-A,3791PA,Achterveld,https://vanhoeijenmotoren.nl,new,motoroccasion.nl,,
